ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
HF3M 15m A,HF3,"42.463805, -72.214344",Mixed,15,0.249785225,0,50.18027554,0,883.9,4.19,16.9,1.5,9,0.747167325,0.817092236,0.11941511,0.916328188,0.04885,0.003675,0.0282,2,0,3,0,0,0,4,0,0,0.498,6,112.9092913,80.73452798,129.9110181,63.73280119,6,193.6438193,0.717540484,3,1.582769713,-0.009445084,4.088768028,0.762566195,0.153398733,0.072315305,0,0,0.588071881,0.050872472,0.071099922,0.053997743,0,0,0.309779352,0.102842096,0.56,0.44,0.357904891,2.561378139,0.429574167,0.850937829,0.138038097,0.957556219,0.042411014,0.587088095,0.405626057,0.321123321,0.759440924,0.860230923,0.592325723,0.764823335,0.766472784,0.517116135,0.539852901,0.629946427,0.417942432,0.297139744,0.517206937,470,5.537052061,101,2.68960861,0.899933791,0.58278188,-1.895450569,646288.4459,2394196.162,0.625054258,61,0.824303406,0.042735043,0.090909091,2.385379553,46.21769714,13,1.416997137,4.14,0.3,0.02,0.97,0.42,0,10.58,1.25,0.2,5.35,3.12,0.63,2.67,0.16,3.46,0.242612204,0.094316956,0.23968254,0.180952381,0.5,0,0.238732993,0.15127551,0.064102564,0.41025641,0.329743014,0.140953149,0.144565872,0.092496769,0.027777778,0,0.262295125,0.241104738,0.278411047,0.08015198,0.267676768,0.331390831,0.293157616,0.248478966,0.3125,0.125,0.290961456,0.253296529,27.67461691,2.431575995,0.001982034,2.204169994,0.87682666,25.14664577,17.11693853,11.40198347,39.24104948,0.000298515,0.002945393,50.64627686,63.68325967,4.604962815,0.034968308,0.859732836,0.136412044,0.81650424,0.176498871,0.862751101,0.137248899,0.932994865,0.065331851,0.826716973,0.169899905,0.870039529,0.126458179,0.878044732,0.117466444,0.841702858,0.154889144,0.902421204,0.095114154,0.011949008,0.988050992,0.89410639,0.103300595,0.838585027,0.157882678,0.847858583,0.149397772,0.83159769,0.156846536,22.52,2.815,5.995511299,1.253337166
HF3M 15m B,HF3,"42.463805, -72.214344",Mixed,15,0.177652455,0,33.47200517,0,763.8,3.6,16.9,1.5,9,0.749804433,0.884835852,0.11941511,0.916328188,0.04885,0.003675,0.0282,2,0,3,0,0,0,3,2,0,0.608,6,112.9092913,80.73452798,129.9110181,63.73280119,6,193.6438193,0.717540484,3,0,0,4.088768028,0.674334068,0.242774566,0.164352542,0,0,0.610273524,0.003873428,0.04701746,0.014123115,0,0,0.247869137,0.106568672,0.54,0.47,0.389063512,2.251666979,0.477525595,0.750789041,0.230834214,0.925528191,0.071860282,0.066800459,0.890501947,0.337606838,0.796972767,0.839044157,0.634527144,0.741910494,0.742089268,0.505461134,0.505537692,0.557775736,0.395549431,0.283034757,0.475399377,332,5.278665205,99,2.479143,0.909309643,0.539516505,-2.432285218,8634848.364,1862176.696,0.66897086,61,0.795112782,0.076923077,0.191489362,2.2686553,49.68925858,13,1.005141509,4.68,0.33,0.02,1.03,0.42,0,12.79,1.36,0.21,6.25,3.61,0.66,3.11,0.2,3.97,0.293320311,0.105305146,0.303174603,0.222222222,1,0,0.302083333,0.151470058,0.115384615,0.423076923,0.417233096,0.151895129,0.21812201,0.115627136,0.052631579,0,0.364193177,0.244706503,0.429745042,0.110468365,0.344155844,0.28954379,0.366138318,0.329488736,0.45,0.15,0.366827328,0.31797629,26.39779394,0.839295325,1.60E-05,2.190233158,0.894491022,24.62469276,15.88217746,11.55776826,39.21219866,0.000412156,0.004121563,50.77450064,63.32509531,4.35634324,0.033083388,0.786417382,0.205296823,0.702904554,0.285023916,0,1,0.898903749,0.096538679,0.771592829,0.218023349,0.784091276,0.206383724,0.814693676,0.17495465,0.771307604,0.220316019,0.849577001,0.143819902,0,1,0.838951407,0.154206524,0.790747451,0.197922074,0.777778953,0.212146613,0.64237803,0.339109989,26.25,3.28125,5.485446282,1.338149335
HF3M 30m A,HF3,"42.463805, -72.214344",Mixed,30,0.160687383,0,NA,NA,NA,3.93,16.1,2,8,0.734028683,0.831862745,0.422053232,0.564638783,0.026575,0.00555,0.007425,2,0,1,2,0,0,4,0,0,0.556,6,29.97922086,135.2976171,46.73744059,118.5393974,7,165.276838,4.399646387,1,0.087349101,NA,3.57403001,0.660696286,0.206947352,0.183453516,0,0,0.617120261,0.005039932,0.036209971,0.003876871,0,0,0.23797862,0.09718173,0.59,0.49,0.037155592,0.975971657,0.083377442,0.419088194,0.554665399,0.497420949,0.495689431,0.515353351,0.476860846,0.480952381,0.207412577,0.241141351,0.128557029,0.183608591,0.133054199,0.458872692,0.460991254,0.559397473,0.387113703,0.255140914,0.470165209,336,5.147070413,101,2.33634184,0.88481555,0.506236366,-1.990330266,3826807.178,3602935.679,0.177870823,60,0.69877551,0.063492063,0.224489796,NA,NA,20,0.842826717,5.04,0.42,0.02,1.33,0.47,0.02,14.92,1.75,0.21,7.16,3.96,0.77,3.83,0.22,4.82,0.358940481,0.178089621,0.357142857,0.171428571,1,0,0.306252081,0.157642358,0.095238095,0.554761905,0.411836411,0.155851572,0.17940473,0.153504263,0.052631579,0,0.29653195,0.260874182,0.447054891,0.141950687,0.466154485,0.302879291,0.32357918,0.321724953,0.363636364,0.227272727,0.345377695,0.315659422,7.171204961,1.687343003,0.003302416,0.585157725,0.195007869,8.203492819,4.465983874,2.497889038,9.227905966,0.000314617,0.003146172,11.72925579,18.51200249,1.642032528,0.031822133,0.361369353,0.625071705,0.311799475,0.675537072,0.883571055,0.116428945,0.46233607,0.523710436,0.407709269,0.574275612,0.49275292,0.492430837,0.506027512,0.480546575,0.418224272,0.569917306,0.464703918,0.520200871,0,1,0.456016342,0.529489162,0.379987216,0.607578852,0.416992951,0.571944466,0.377889905,0.613495487,30.14,3.7675,2.835042497,1.586411167
HF3M 30m B,HF3,"42.463805, -72.214344",Mixed,30,0.072445754,0,NA,NA,NA,3.51,16.1,2,8,0.746726573,0.935631019,0.422053232,0.564638783,0.026575,0.00555,0.007425,2,0,2,0,0,0,4,0,0,0.394,5,29.97922086,135.2976171,46.73744059,118.5393974,7,165.276838,4.399646387,1,0,NA,3.57403001,0.702925505,0.206293355,0.180506685,0.000955062,0.000251332,0.428722228,0.027797326,0.241228511,0.005730371,0,0,0.273243802,0.129322532,0.59,0.26,0.063870981,1.570828609,0.145663643,0.787796043,0.193308529,0.766359326,0.222007994,0.826661974,0.163713855,0.654471545,0.301497939,0.326681411,0.33748869,0.389614959,0.266411984,0.451908438,0.469307308,0.539827099,0.364886907,0.269682471,0.420318617,301,5.157569395,102,2.775782021,0.903709435,0.600172614,-2.534357915,3379396.967,4415121.532,0.358801649,60,0.565377532,0.06504065,0.307692308,NA,NA,23,1.529104073,4.2,0.31,0.02,1.04,0.47,0,11.84,1.26,0.07,6.21,3.14,0.73,3.3,0.2,4.23,0.409771654,0.22558413,0.49047619,0.229591837,1,0,0.34488641,0.269073606,0.097560976,0.731707317,0.439196486,0.222249473,0.204205318,0.27987013,0.428571429,0,0.374985662,0.347098791,0.469257798,0.277150956,0.268686869,0.524040404,0.374713143,0.39870117,0.4,0.35,0.364256287,0.410391046,14.76076218,3.640594311,0.006056243,1.060582769,0.428328443,17.14626761,8.957093229,4.926869978,19.68034785,0.000261648,0.002616481,24.61009596,35.67374015,2.693928468,0.08321209,0.753195793,0.235668668,0.761508608,0.229107552,0.908640232,0.091359768,0.818756651,0.170497587,0.741306499,0.242105013,0.800462161,0.186881788,0.820735654,0.167106467,0.774427294,0.215445389,0.820329271,0.168503582,0,1,0.812783525,0.176219524,0.753617109,0.231499873,0.779152159,0.209915013,0.769918301,0.221966408,24.73,3.09125,5.416642864,2.222860302
HF3M 60m A,HF3,"42.463805, -72.214344",Mixed,60,0.089096595,0.00163275,10.70182664,0,506.9,3.61,17,2,7.5,0.63389392,0.712367491,0.291462218,0.754661433,0.053075,0.007425,0.019225,3,0,0,0,0,0,4,0,0,0.074,3,169.8915356,670.9606344,298.0025112,542.8496588,12,840.85217,3.932088458,0,0,0,4.360705094,0.837381054,0.079250107,0.05837239,0,0,0.758628036,0,0.068882261,0.011077972,0,0,0.269636352,0.09939605,0.66,0.66,0.01589319,4.191345947,0.981943361,0.912343092,0.085656117,0.893725064,0.103606914,0.887166955,0.110479119,0.216099773,0.106447948,0.89376509,0.081522511,0.853998012,0.117028831,0.463155877,0.463379562,0.579551991,0.390793762,0.211749856,0.491611811,403,5.290165447,76,1.855000906,0.88185054,0.428334132,-1.498850903,7321800.113,10256807.98,0.116247692,60,0.369060773,0.054421769,0.106060606,1.437008262,39.42512131,16,0.987940249,5.31,0.39,0.02,1.39,0.51,0.02,15.22,1.84,0.25,7.08,4.28,0.84,3.71,0.23,4.78,0.403085752,0.048416972,0.458333333,0.119047619,1,0,0.357719526,0.056134025,0.081632653,0.290816327,0.477940534,0.091282093,0.185895034,0.051575799,0.043478261,0,0.382800142,0.162314787,0.461919143,0.060855163,0.60869194,0.112363388,0.396095758,0.200490521,0.347826087,0.086956522,0.424742724,0.183846145,34.80562849,5.733222077,0.00128945,2.181768476,0.907452739,34.30932909,30.00309004,10.47413208,41.12822826,9.53E-05,0.000953198,51.60340886,74.71334496,6.211726921,0.020176072,0.888593555,0.109879111,0.85772113,0.140504686,0.843051284,0.156948716,0.929184495,0.069311293,0.876729661,0.119707034,0.95105018,0.04754432,0.954486005,0.044262287,0.93541919,0.063453659,0.93021533,0.068146803,0,1,0.931257104,0.06720881,0.913639577,0.083772805,0.887788672,0.110142303,0.789564065,0.209717897,30.81,3.85125,6.32926169,0.763299814
HF3M 60m B,HF3,"42.463805, -72.214344",Mixed,60,0.110769118,0,NA,1.622268251,647.6,3.67,17,2,7.5,0.738050734,0.959734964,0.291462218,0.754661433,0.053075,0.007425,0.019225,2,0,1,0,0,1,5,0,0,0.124,3,169.8915356,670.9606344,298.0025112,542.8496588,12,840.85217,3.932088458,0,0,0,4.360705094,0.419241408,0.463219091,0.405738666,0.006985794,0.000797037,0.163158141,0.084954756,0.17070655,0.003563224,0,0,0.312286124,0.128353019,0.5,0.33,0.033376322,1.676730476,0.144781025,0.619537387,0.371430894,0.562041912,0.419325611,0.735852323,0.255541924,0.577777778,0.750152375,0.782362042,0.327675934,0.428196352,0.345960898,0.415332818,0.433243184,0.540153439,0.335798653,0.234766531,0.405756706,300,5.104883417,143,3.200684766,0.894999667,0.644929472,-2.389887285,4913099.427,4969229.851,0.389235313,60,0.512396694,0.092592593,0.303030303,2.006970167,52.5579071,26,1.384296873,3.83,0.3,0.02,1.02,0.4,0.01,11.52,1.28,0.11,5.53,3.06,0.68,3,0.18,3.86,0.532163882,0.150959689,0.535714286,0.214285714,1,0,0.419503666,0.190748755,0.138888889,0.666666667,0.551900929,0.145367367,0.282380952,0.165079365,0.454545455,0,0.411324125,0.295582614,0.617337015,0.138581178,0.542532468,0.31038961,0.47264349,0.287911203,0.5,0.222222222,0.483604648,0.288776369,13.75690973,4.192073904,0.010681574,1.145445271,0.37010173,13.53367528,8.719601846,4.77709228,18.35674637,0.000246447,0.002464466,23.13654956,32.04805249,2.879271871,0.075261892,0.56872521,0.42325847,0.500750059,0.492232782,0.895407061,0.104592939,0.663289104,0.325734736,0.616084502,0.368854881,0.680094626,0.307560109,0.709506288,0.279182191,0.633451931,0.357484851,0.670338838,0.318440982,0,1,0.663681688,0.325484548,0.569999965,0.411319852,0.641770152,0.347216882,0.599550347,0.400449653,23.21,2.90125,4.218480853,1.789960012
HF3P 0m A,HF3,"42.46558, -72.212527",Pine,0,0.011956511,0.008076398,0.437584191,2.439154943,375.4,5.38,19.5,3,0.5,0.234411384,0.068773234,0.006774362,0.994788953,0.0783,0.000325,0.047725,5,0,0,0,0,0,0,0,0,0.643,5,119.6757637,0,119.6757637,0,2,119.6757637,0.008286668,0,0.77067875,0.008035101,0.344777352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022455752,0.360250737,0.067182891,0.32,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033333333,NA,NA,NA,NA,NA,0.401032448,0.67570059,0.711578171,0.27769174,0.249705015,0.588864307,395,5.458456445,NA,NA,0.912955467,NA,3.137335838,437661.3177,7256.251052,NA,66,0.141627543,0.316666667,0.583333333,0.552696705,8.222610474,NA,NA,4.94,0.36,0.07,1.07,0.3,0,13.98,1.07,0.23,6.43,3.86,0.55,3.69,0.21,4.45,0.635690286,0.037176773,0.527472527,0.021978022,0.857142857,0,0.53218742,0.016017316,0.633333333,0.066666667,0.682167404,0.046018139,0.481012313,0.01242236,0.842105263,0,0.532166401,0.051205449,0.615907114,0.051255687,0.689766082,0.01754386,0.604163619,0.094993687,0.714285714,0.095238095,0.6177536,0.086397203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.63,3.45375,NA,0.271125857
HF3P 0m B,HF3,"42.46558, -72.212527",Pine,0,0.016130603,0.045767893,NA,2.414084727,406.8,6.32,19.5,3,0.5,0.305950841,0.103075489,0.006774362,0.994788953,0.0783,0.000325,0.047725,5,1,0,0,0,0,0,0,0,0.604,6,119.6757637,0,119.6757637,0,2,119.6757637,0.008286668,0,0,0.016607756,0.344777352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.399053481,NA,NA,NA,66,0.146491228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF3P 15m A,HF3,"42.46558, -72.212527",Pine,15,0.035094554,0,8.63623454,1.026086779,856.8,4.31,16,2.5,6,0.355338542,0.1676429,0.908637044,0.143784324,0.072725,0.0455,0.0072,3,0,0,0,0,0,4,0,0,0.339,4,4.966429999,286.4788976,4.966429999,286.4788976,2,291.4453276,48.18273199,0,0,0,1.112028359,0.44689876,0.331492597,0.292356943,0.004641857,0.001040416,0.313405362,0.009283713,0.080272109,0.046418567,0.00040016,0.003858059,0.336114725,0.070117985,0.28,0.24,0.037880981,2.876798636,0.247205907,0.699789643,0.263560917,0.873459557,0.082259517,0.869743006,0.103958176,0,0.497879152,0.743017207,0.301880752,0.577110844,0.383993597,0.469412169,0.51683041,0.561990639,0.366440866,0.240186622,0.502938406,500,5.530448237,181,3.533353537,0.889911021,0.679687516,1.269262443,13222271.66,1323444.914,0.323329332,61,0.330985915,0.333333333,0.583333333,0.712972939,7.981362343,24,0.9907357,3.96,0.33,0.05,0.86,0.24,0,11.45,0.96,0.11,5.87,3.12,0.54,3,0.15,3.69,0.681968431,0,0.740740741,0,1,0,0.828852868,0,0.666666667,0,0.816360769,0,0.708032708,0,0.8,0,0.796020708,0,0.86140113,0,0.761904762,0,0.875885694,0,0.866666667,0,0.857995588,0,21.81671949,7.600950304,0.01948891,1.641718804,0.492107525,18.72453784,14.79629115,6.990956358,25.85178335,0.001193298,0.006252833,32.85018584,45.89414643,4.693421437,0.084497192,0.738566675,0.217100438,0.635557696,0.321559617,0.974681042,0.025318958,0.799219342,0.160267143,0.73379189,0.207228887,0.793627319,0.164254676,0.803246875,0.156429952,0.760655555,0.197115712,0.795001288,0.1621187,0.438067759,0.561932241,0.788935975,0.168308969,0.704070095,0.226616824,0.814739323,0.147191982,0.864909808,0.132956939,23.1,2.8875,5.10462266,0
HF3P 15m B,HF3,"42.46558, -72.212527",Pine,15,0.230978266,0,60.42471348,0,1104,4.4,16,2.5,6,0.610984848,0.436222006,0.908637044,0.143784324,0.072725,0.0455,0.0072,3,0,0,0,0,0,4,0,0,0.201,3,4.966429999,286.4788976,4.966429999,286.4788976,2,291.4453276,48.18273199,0,0,NA,1.112028359,0.424160671,0.348870903,0.243854916,0.002098321,0,0.204386491,0.000799361,0.038519185,0.191896483,0.00044964,0.002489885,0.326520732,0.137151157,0.42,0.22,0.035202436,2.313370767,0.171121343,0.513153555,0.428598138,0.724644245,0.248101448,0.764065,0.211541736,0.59375,0.400829337,0.603267386,0.216376898,0.440647482,0.29661271,0.558875402,0.589030674,0.634401909,0.415257461,0.299858215,0.520731749,353,5.317850932,244,3.852495362,0.906482551,0.700814529,-0.213676569,2950739.897,1432386.431,0.231514788,61,0.338059701,0.145833333,0.545454545,1.348353267,23.52814293,15,1.022512617,4.21,0.37,0.07,0.9,0.34,0,12.17,1.07,0.14,6,3.15,0.59,3.16,0.19,3.94,0.54528765,0.190957266,0.522222222,0.202777778,1,0,0.392374517,0.210344273,0.21875,0.640625,0.585566551,0.200190586,0.435341131,0.24165692,0.833333333,0.083333333,0.469140696,0.311213237,0.664797524,0.180635522,0.415873016,0.415873016,0.491753487,0.339261449,0.631578947,0.210526316,0.488501044,0.343005877,14.52096901,5.053124048,0.012401606,1.089781164,0.328444545,12.44107242,9.891028947,4.55418021,16.98032106,0.001979026,0.009287911,21.54576821,32.65105324,3.054141026,0.068712801,0.551883324,0.400883965,0.41984208,0.522154253,0.952992543,0.047007457,0.639321268,0.314713243,0.558293103,0.392246252,0.615209335,0.341812576,0.642881204,0.314504492,0.578703211,0.380505396,0.628424991,0.328313778,0.068909467,0.931090533,0.618589544,0.338649006,0.501480888,0.442787859,0.63572479,0.329974465,0.744701367,0.237189543,24.55,3.06875,3.799183553,1.950465563
HF3P 30m A,HF3,"42.46558, -72.212527",Pine,30,0.074746665,0,NA,NA,NA,4.05,17.6,4,3.5,0.501578947,0.379355861,0.808695652,0.192270531,0.0596,0.04185,0.00995,3,0,2,0,0,1,3,0,1,0.367,6,72.0032878,755.0596979,72.0032878,755.0596979,6,827.0629857,10.35651572,0,0,NA,0.747826931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000359524,0.245974084,0.106478915,0.33,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.495258782,0.520170774,0.552857464,0.385334432,0.240671111,0.480907797,471,5.560735754,NA,NA,0.903470993,NA,0.327792042,14297830.1,2414161.976,NA,62,0.270315091,0.14,0.269230769,NA,NA,NA,NA,2.97,0.24,0.04,0.59,0.25,0,7.96,0.69,0.11,3.95,2.2,0.38,1.98,0.12,2.48,0.458034986,0.021512493,0.433333333,0.033333333,1,0,0.352922078,0.008928571,0.28,0.04,0.555990887,0.041211527,0.341666667,0.065277778,0.7,0,0.514492214,0.032484688,0.52485015,0.070342158,0.357142857,0.011904762,0.48895655,0.174288696,0.5,0.083333333,0.4747196,0.15287732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,2.05,NA,0.188720612
HF3P 30m B,HF3,"42.46558, -72.212527",Pine,30,0.058588569,0,NA,NA,NA,4,17.6,4,3.5,0.538184246,NA,0.808695652,0.192270531,0.0596,0.04185,0.00995,3,0,0,0,0,0,3,0,0,0.149,4,72.0032878,755.0596979,72.0032878,755.0596979,6,827.0629857,10.35651572,0,0,NA,0.747826931,0.001262892,0.47368975,0.270890339,0.00526205,0.019048621,0.000631446,0.000631446,0.005051568,0,0,0.023933668,0.351399561,0.078602791,0.15,0.14,0.047349786,2.175568456,0.147899126,0.000823684,0.812936227,0.001425948,0.667240782,0.001056626,0.784271339,0,0.355819827,0.503472953,0.005893496,0.33193012,0.199642181,0.40867571,0.691194919,0.724164968,0.268229575,0.289320997,0.588717265,733,6.072801885,242,4.561965627,0.920519594,0.831119946,NA,16834780.65,937353.1059,0.045885077,62,0.316934721,0.666666667,0.785714286,NA,NA,4,0.011750296,2.65,0.23,0.08,0.62,0.15,0,8.16,0.58,0.12,3.7,1.92,0.28,2.1,0.1,2.48,0.5614595,0,0.661111111,0,0.875,0,0.52032967,0,0.666666667,0,0.661222517,0,0.571934732,0,0.888888889,0,0.579406061,0,0.619041368,0,0.637566138,0,0.615864168,0,0.7,0,0.621604235,0,10.89353356,1.888023514,0.002323528,0.697657778,0.329102159,10.0690955,7.277109724,3.291071596,12.68407371,0.000350465,0.003504647,15.97900041,25.53309592,2.724747428,0.058541796,0.002109099,0.788860178,0.0007187,0.818924352,0,1,0.001618819,0.775543631,0.000751193,0.690095629,0.002575029,0.770789274,0.003105361,0.742693637,0.002530753,0.7671072,0.002900731,0.749412428,0,1,0.002831265,0.752757349,0.001483151,0.759919268,0.00113332,0.770171019,0.000661784,0.86159407,15.78,1.9725,0.010079675,0
HF3P 60m A,HF3,"42.46558, -72.212527",Pine,60,0.053326653,0,33.25891341,1.170261754,809.8,4.56,16.6,2,5,0.393628088,0.187004075,0.820883534,0.276305221,0.043025,0.02555,0.0086,3,0,1,0,0,0,4,0,0,0.199,5,24.97300212,167.0378874,47.24594063,144.7649489,7,192.0108895,6.469713691,0,0,0,2.083232166,0.451052632,0.275684211,0.196736842,0,0,0.394315789,0.007368421,0.045052632,0.005578947,0,0.001634432,0.337198895,0.057594272,0.26,0.28,0.048193857,2.929149785,0.248408206,0.711396168,0.203583592,0.844479887,0.153894393,0.852019112,0.107533913,0,0.572526316,0.762421053,0.410631579,0.579368421,0.390736842,0.502918629,0.547729307,0.599330661,0.39539635,0.212962603,0.529672724,421,5.364827571,120,3.509650667,0.887829481,0.733087566,1.33714313,6904507.267,184693.5241,0.442526316,60,0.242024965,0.353535354,0.607142857,0.625368953,8.677932739,19,1.151628259,3.83,0.26,0.04,0.85,0.23,0.01,11.77,1.01,0.16,5.35,3.13,0.44,2.92,0.17,3.53,0.685327265,0,0.645833333,0,1,0,0.674110065,0,0.363636364,0,0.723939388,0,0.507092704,0,0.397435897,0,0.762313185,0,0.75250964,0,0.803571429,0,0.83509234,0,0.823529412,0,0.829798241,0,21.48722467,8.236980453,0.022756481,1.684873785,0.466516823,20.93614991,14.94300384,7.111266403,26.23663032,0.000505854,0.00505854,33.35346112,49.29675003,4.426175803,0.088055488,0.692316564,0.215688617,0.561144688,0.351062936,0.976556895,0.023443105,0.759542678,0.158843792,0.72115321,0.174175756,0.77061711,0.152108669,0.790986554,0.138494686,0.730776388,0.185182951,0.764406398,0.160877048,0,1,0.758149299,0.165440428,0.67802476,0.206982008,0.783421245,0.157350275,0.830683154,0.165036638,22.71,2.83875,4.894195178,0
