ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
US2M 60m A,US2,"42.436618, -71.18818",Mixed,60,0.086249441,0,42.79279478,0.445350242,863.8,3.86,22.77777778,3.5,7.5,0.516840731,0.503647663,0.215223097,0.779527559,0.083975,0.00615,0.022275,1,0,2,1,0,0,5,0,0,0.389,4,0,459.8869616,371.0363273,88.85063431,6,459.8869616,460.8869616,1,0,0.002460097,1.680182586,0.740122334,0.14556125,0.09092412,0,0,0.507769879,0.001322533,0.230781947,0.000909241,0,0,0.270511567,0.085255784,0.75,0.63,0.040657939,3.70840641,0.380313459,0.861304848,0.121999868,0.858253118,0.120344064,0.917678412,0.07033806,0.204131653,0.598115391,0.885848901,0.543064969,0.580095884,0.787816168,0.569599218,0.574177256,0.641805148,0.450130336,0.211469534,0.554398827,399,5.251200754,102,2.699093267,0.876813255,0.583591164,-0.292119862,29888929.39,2203022.937,0.569846256,66,0.324772162,0.077380952,0.19047619,NA,NA,15,1.388963469,6.27,0.44,0.04,1.44,0.58,0,17.35,1.8,0.25,8.53,4.99,0.89,4.26,0.27,5.42,0.333941064,0.035658052,0.388782051,0.097222222,1,0,0.308909517,0.069233044,0.116071429,0.276785714,0.442281698,0.082725515,0.246768056,0.034026637,0.086956522,0,0.386537299,0.171253792,0.464099025,0.029339481,0.357509158,0.162271062,0.407967063,0.187267564,0.481481481,0.037037037,0.404972475,0.178605255,34.67297943,11.96464664,0.033897426,2.654171391,0.781736902,30.13195628,23.85576702,12.14102581,41.22476701,0.000267639,0.002676391,53.36873685,73.37751127,8.229583195,0.114090098,0.807782299,0.165533167,0.753379338,0.211731085,0.988593208,0.011406792,0.848321551,0.127470477,0.86385317,0.113596378,0.878862591,0.098636611,0.879409269,0.102386791,0.840486073,0.139916227,0.869632209,0.110024356,0,1,0.864943029,0.114833427,0.831542997,0.140215061,0.858148304,0.120439362,0.872663186,0.103042906,35.61,4.45125,5.845046794,0.703045482
US2M 60m B,US2,"42.436618, -71.18818",Mixed,60,0.083250534,0,21.66854735,0.581370299,763.6,3.83,22.77777778,3.5,7.5,0.538169935,0.564392867,0.215223097,0.779527559,0.083975,0.00615,0.022275,2,0,0,0,0,0,5,0,0,0.266,2,0,459.8869616,371.0363273,88.85063431,6,459.8869616,460.8869616,1,0,0,1.680182586,0.677498533,0.188303719,0.14625687,0,0,0.604663572,0.001333974,0.070220372,0.000853743,0.000693666,0,0.224355322,0.114617652,0.75,0.52,0.056162946,4.302116036,0.363607253,0.768858214,0.217289556,0.832470728,0.147410925,0.891696631,0.098028724,0.366734143,0.752627928,0.891147751,0.6477776,0.711968412,0.746865162,0.531174911,0.528028933,0.592410018,0.416111373,0.238450296,0.500359187,320,5.15540213,127,2.900341485,0.893743974,0.59872615,-0.523810179,14957475.14,909953.05,0.702310442,66,0.418379686,0.057692308,0.173076923,1.220685124,28.9669838,22,1.316503111,5.72,0.44,0.03,1.25,0.56,0,14.82,1.55,0.23,7.56,4.27,0.84,3.76,0.23,4.83,0.268116298,0.116880513,0.347578348,0.217592593,1,0,0.314681008,0.150496415,0.086538462,0.471153846,0.396535707,0.158890933,0.196621742,0.133753356,0.095238095,0,0.337422177,0.258811774,0.390325253,0.124522128,0.305555556,0.330246914,0.339044102,0.32374422,0.391304348,0.173913043,0.337258717,0.318917438,34.05838872,14.18417533,0.040365802,2.734536919,0.74696934,29.20348745,23.58138111,11.44400149,41.37378568,0.000643958,0.005732286,52.82416342,71.96538005,7.369108753,0.133126751,0.739746381,0.244497568,0.632539048,0.348315388,0.984794989,0.015205011,0.793749079,0.188527556,0.801731271,0.179227995,0.823726435,0.156798941,0.834123062,0.148909566,0.781922485,0.203164784,0.812817074,0.169359548,0,1,0.807314859,0.175373646,0.753357103,0.22150428,0.799864954,0.184113273,0.843774337,0.150791919,31.33,3.91625,5.313707531,1.41502734
US2P 0m A,US2,"42.436938, -71.186719",Pine,0,0.058937668,0,12.57181214,5.162808176,817.1,4.42,22.22222222,0.3,2,0.439370079,0.322799625,0.897583429,0.046029919,0.028975,0.0195,0.001,2,0,0,0,0,0,5,0,0,0.075,2,0,45.45544752,0,45.45544752,1,45.45544752,46.45544752,0,0,0,1.442237654,0.477439431,0.180484552,0.141698155,0,0,0.41887086,0.052011558,0.006001334,0,0,0.000626566,0.291208791,0.074368614,0.51,0.53,0.07002016,3.529519875,0.308190596,0.551303875,0.364500884,0.797387385,0.167112857,0.841347241,0.118042754,0,0.512558346,0.65403423,0.401533674,0.480440098,0.472993999,0.584329413,0.600186363,0.662762676,0.449119594,0.221499261,0.573950903,452,5.431331906,87,2.739521818,0.888389639,0.613429955,1.158399399,17801201.97,699731.8536,0.432096021,67,0.594570928,0.105691057,0.226415094,0.820316494,18.13942528,10,0.705626022,4.96,0.31,0.04,1.21,0.42,0,14.26,1.54,0.24,6.7,4.27,0.71,3.57,0.23,4.51,0.448013197,0,0.477272727,0,1,0,0.428061224,0,0.158536585,0,0.519999271,0,0.303481547,0,0.159090909,0,0.456119917,0,0.528681547,0,0.541414141,0,0.549905829,0,0.565217391,0,0.549463938,0,26.56875045,9.899758005,0.02677569,2.119912555,0.650898475,22.81715273,17.45595545,8.791277156,32.04779844,0.00053977,0.005397695,40.84501306,58.16270479,5.40635536,0.115928845,0.627188557,0.2865679,0.494236503,0.405357321,0.978970126,0.021029874,0.694785156,0.226442718,0.650831925,0.251749855,0.691438457,0.224241385,0.727322995,0.20373763,0.675933332,0.249040081,0.708850561,0.216513473,0,1,0.702927659,0.222376279,0.621492543,0.271007966,0.724361489,0.210212721,0.793364759,0.167282041,28.61,3.57625,4.331277016,0
US2P 0m B,US2,"42.436938, -71.186719",Pine,0,0.038753731,0,15.60992026,1.00721743,958.3,4.18,22.22222222,0.3,2,0.490208877,0.511139565,0.897583429,0.046029919,0.028975,0.0195,0.001,1,0,0,0,0,0,5,0,0,0.044,1,0,45.45544752,0,45.45544752,1,45.45544752,46.45544752,0,0.023785271,-0.000880936,1.442237654,0.79122757,0.140320896,0.053403589,0,0.000617108,0.54970094,0.214231463,0.022215893,0.005079275,0,0,0.309248844,0.115145207,0.53,0.46,0.023574079,4.938513775,0.384798676,0.875050052,0.113679515,0.904205137,0.066141881,0.943050861,0.046397326,0.09047619,0.555444793,0.760134814,0.492167474,0.617392955,0.533466249,0.591137442,0.607929868,0.661669636,0.43412125,0.248864159,0.585873546,434,5.371357012,141,2.513600105,0.88445869,0.50792525,0.402691496,30274174.93,2013999.543,0.501044337,67,0.377876106,0.119047619,0.239130435,1.221232533,27.24994659,20,1.346691685,5.32,0.43,0.07,1.22,0.43,0,15.63,1.56,0.29,7.22,4.36,0.74,3.86,0.23,4.83,0.488167251,0.073682589,0.478896104,0.11038961,0.857142857,0,0.366885558,0.100932526,0.178571429,0.035714286,0.525525815,0.111663495,0.303707483,0.071292517,0.378205128,0.038461538,0.437483166,0.185983059,0.459517143,0.0529017,0.509324009,0.201048951,0.47251726,0.204811185,0.565217391,0.086956522,0.480040237,0.200028172,36.05554772,15.56135428,0.032078045,2.567699102,0.807406565,31.80029302,25.26084098,11.17607685,41.04784918,0.000228534,0.002069319,52.22622388,74.26597623,6.050878795,0.098136358,0.87395749,0.112892255,0.811646383,0.171050334,0.952573244,0.047426756,0.897415348,0.088445828,0.88220098,0.09910007,0.903284571,0.082989544,0.908662945,0.078484095,0.884806039,0.102795022,0.900136631,0.085590515,0.006623596,0.993376404,0.897485536,0.08856189,0.872042074,0.10514867,0.898205384,0.087823608,0.940898182,0.056512112,31.07,3.88375,6.115596898,0.74455604
US2P 15m A,US2,"42.436938, -71.186719",Pine,15,NA,NA,NA,NA,841.3,3.97,21.66666667,3,0.8,0.469480519,0.485434517,0.994019139,0.003189793,0.067575,0.062325,2.00E-04,1,0,0,0,0,1,5,0,2,0.249,1,0,860.7664322,0,860.7664322,6,860.7664322,861.7664322,1,5.024017319,-0.066045465,1.413101539,0.770096154,0.142211538,0.102019231,0,0,0.647692308,0.010288462,0.025384615,0.084711538,0.002019231,0,0.255439828,0.087254845,0.82,0.7,0.043650192,1.80896756,0.151674757,0.504214685,0.479210983,0.478589843,0.501542818,0.666512226,0.320716699,0.201314217,0.181634615,0.332788462,0.078461538,0.175096154,0.264519231,0.569919926,0.573546478,0.628916676,0.464720901,0.210282001,0.55214982,460,5.402748591,79,2.567176651,0.881185616,0.587528845,0.478566498,26999708.12,3523570.708,0.112884615,63,0.173380035,0.059139785,0.142857143,1.088672161,28.15910339,17,1.413194201,6.46,0.44,0.05,1.51,0.64,0,17.51,1.87,0.3,8.64,5.16,0.99,4.43,0.27,5.69,0.343347349,0.035812826,0.363265306,0.091836735,0.8,0,0.282738095,0.086850649,0.088709677,0.274193548,0.406798341,0.079715556,0.188700231,0.024434796,0.125,0,0.324025569,0.131475444,0.3628799,0.023339525,0.408299595,0.140283401,0.396392579,0.139348003,0.407407407,0.037037037,0.398190113,0.135520897,12.53244494,3.159936988,0.005032485,0.917177963,0.331028809,10.58722197,8.043842744,3.923807579,14.65594742,0.001463094,0.005030663,18.58624875,26.99585531,2.718053801,0.049305752,0.479268522,0.501389792,0.380647272,0.595620047,0.925315434,0.074684566,0.566668411,0.41459444,0.478693299,0.498634432,0.628196125,0.352771554,0.628716902,0.356275002,0.533185862,0.452364366,0.584730727,0.398170948,0.765172987,0.234827013,0.575621461,0.407762612,0.478993547,0.498239008,0.541966137,0.440280418,0.599335564,0.378128756,36.32,4.54,3.516681861,0.661968263
US2P 15m B,US2,"42.436938, -71.186719",Pine,15,0.062923719,0,9.805257859,0.267891793,956.9,4.13,21.66666667,3,0.8,0.421818182,0.454627134,0.994019139,0.003189793,0.067575,0.062325,2.00E-04,1,0,0,0,0,0,5,0,2,0.074,2,0,860.7664322,0,860.7664322,6,860.7664322,861.7664322,1,0.329855293,-0.012216863,1.413101539,0.826635421,0.09952134,0.070751895,0,0,0.570901476,0.019944156,0.014160351,0.221729158,9.97E-05,0,0.276665179,0.09427647,0.91,0.71,0.035878172,2.985182757,0.239567472,0.825194723,0.170816928,0.716848129,0.270559841,0.867767734,0.127401986,0.234825871,0.21295373,0.482548863,0.148434384,0.198893099,0.450538492,0.568615419,0.587414928,0.670116033,0.434229611,0.205818364,0.591710365,328,5.147317316,82,2.456591845,0.888538792,0.557465023,0.826378413,19782767.12,2574704.586,0.180843638,63,0.378088077,0.074626866,0.126760563,1.047676325,27.0266819,16,1.59929164,7.07,0.49,0.04,1.74,0.71,0,19.74,2.3,0.37,9.57,5.98,1.1,5.05,0.32,6.47,0.305287651,0.065509711,0.403619529,0.128787879,1,0,0.280173603,0.099433505,0.111940299,0.302238806,0.423352532,0.122876061,0.209184037,0.063081793,0.151515152,0,0.355681858,0.185879326,0.408865979,0.065838814,0.428394418,0.229663928,0.360716933,0.268318056,0.40625,0.09375,0.369923064,0.257557669,21.06849446,6.009756255,0.009909102,1.426231573,0.527852832,18.46665171,14.55652945,6.388839904,24.60386827,0.00350483,0.008519077,31.00473209,42.44358858,4.27036926,0.057232099,0.76459584,0.230361893,0.704847658,0.288991721,0.991798336,0.008201664,0.821715356,0.172761758,0.795826413,0.196327105,0.86654295,0.128411685,0.864305977,0.130873888,0.799255878,0.19602579,0.835270209,0.159338841,0.876926372,0.123073628,0.82921357,0.16551324,0.780122546,0.210919198,0.784255071,0.210080575,0.811192619,0.186607603,40.6,5.075,5.558845486,0.925293214
US2P 30m A,US2,"42.436938, -71.186719",Pine,30,0,0,NA,NA,NA,3.96,21.66666667,1.2,3,0.59620915,0.731952088,0.887845592,0.106416275,0.088425,0.04255,0.0051,2,0,0,0,0,0,5,0,3,0.343,2,0,481.0967451,455.3136443,25.78310078,3,481.0967451,482.0967451,0,NA,NA,2.792210945,0.792237706,0.130542439,0.085799839,0,0.001094092,0.151272602,0.573707244,0.066278936,0.001094092,0,0,0.292010758,0.111311501,0.77,0.59,0.058382167,7.480917261,0.167170907,0.92287631,0.068193455,0.63283448,0.297408271,0.871464472,0.109409796,0.281811085,0.213751008,0.338822987,0.125417482,0.22929863,0.246458597,0.597911723,0.608922639,0.666192058,0.4528081,0.231988609,0.581806676,285,5.001105978,121,2.744870029,0.884761707,0.572349856,-0.708181457,25133065.83,4064002.107,0.149199585,67,0.200803213,0.087431694,0.186440678,NA,NA,25,1.553273266,6.61,0.51,0.05,1.58,0.63,0,19.49,2.12,0.29,9.39,5.72,1.03,5.12,0.32,6.47,0.34017099,0.123115922,0.382110537,0.121848739,1,0,0.345066138,0.099563492,0.131147541,0.31557377,0.42581207,0.145458406,0.248372146,0.111866438,0.185185185,0.037037037,0.32157878,0.226456481,0.401889937,0.097906145,0.415728963,0.262516308,0.371907014,0.284932342,0.46875,0.15625,0.380362897,0.277675659,43.14293551,22.97686692,0.007130893,2.37297551,0.778196419,34.07074117,29.64406971,11.06125851,39.07924985,0.000460193,0.003148317,50.14411687,76.9415384,5.337629551,0.045668047,0.808889879,0.170321426,0.799882389,0.177130689,0.938582024,0.035703234,0.837968778,0.140303385,0.833981715,0.139598897,0.908840862,0.076942078,0.898305146,0.08702809,0.815535015,0.16818314,0.876331651,0.107471827,0,1,0.8667993,0.116992112,0.861867926,0.115977617,0.869337165,0.116375539,0.905118263,0.084289448,39.27,4.90875,5.974307859,1.09431005
US2P 30m B,US2,"42.436938, -71.186719",Pine,30,0.134683658,0,NA,NA,NA,4.35,21.66666667,1.2,3,0.467979003,0.44622595,0.887845592,0.106416275,0.088425,0.04255,0.0051,3,0,0,0,0,0,5,0,0,0.269,3,0,481.0967451,455.3136443,25.78310078,3,481.0967451,482.0967451,0,3.504771713,NA,2.792210945,0.615435435,0.184084084,0.152672673,0,0.000660661,0.05987988,0.372072072,0.182642643,0.000840841,0,0,0.360534809,0.130935915,0.65,0.48,0.064901576,2.683277496,0.309734207,0.442609963,0.440350866,0.546506804,0.229008912,0.739971712,0.174111135,0.085185185,0.272012012,0.767987988,0.159219219,0.318678679,0.324444444,0.61989396,0.659382204,0.716343937,0.423605348,0.263208852,0.64241586,376,5.183240122,181,3.843752092,0.874131411,0.739396804,0.645427786,23408292.89,1195040.713,0.16996997,67,0.203703704,0.135802469,0.130434783,NA,NA,35,1.938357324,6.63,0.5,0.06,1.63,0.55,0,19.46,1.98,0.36,9.29,5.54,1.06,5.01,0.31,6.38,0.433145451,0.089429089,0.555902744,0.05112782,1,0,0.28469122,0.096540179,0.203703704,0.027777778,0.511597838,0.103326408,0.324457813,0.055210721,0.424242424,0.03030303,0.382681104,0.218859866,0.486122322,0.041327823,0.377551273,0.372856437,0.427248479,0.184902373,0.580645161,0.064516129,0.425683233,0.206675821,23.01691368,1.94066664,0.002016769,1.742204167,0.845094933,20.9388919,12.15180185,8.521122035,28.74759938,0.000473247,0.004732472,37.27392713,55.6387525,3.738711645,0.085765134,0.657279254,0.259953743,0.62252543,0.290675683,0.910168863,0.047231483,0.722645176,0.199748369,0.530720816,0.332199786,0.620501113,0.262996962,0.66321035,0.238647287,0.609196976,0.305925523,0.702022309,0.213050585,0,1,0.68735709,0.227732329,0.6142272,0.261279811,0.62960929,0.265007105,0.565674941,0.309307171,39.07,4.88375,4.210508952,0.726587118
US2P 60m A,US2,"42.436938, -71.186719",Pine,60,0,0,36.28605408,0.267905835,783.4,3.68,22.77777778,2,10,0.535479632,0.640169731,0.961864407,0.034427966,0.12305,0.0908,0.00325,2,0,0,0,0,0,5,0,2,0.222,2,0,486.1777666,0,486.1777666,4,486.1777666,487.1777666,1,NA,NA,3.404069344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.967345612,NA,NA,NA,66,0.155996393,NA,NA,1.541763067,39.4396553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US2P 60m B,US2,"42.436938, -71.186719",Pine,60,0.103361868,0,32.33839677,0.204919147,726.8,3.67,22.77777778,2,10,0.677821012,0.948470209,0.961864407,0.034427966,0.12305,0.0908,0.00325,3,0,0,0,0,2,5,0,2,0.189,3,0,486.1777666,0,486.1777666,4,486.1777666,487.1777666,1,0,0,3.404069344,0.666981132,0.19047619,0.102605571,0,0,0.509389039,0.003279425,0.145103324,0.010242588,0,6.32E-05,0.273498516,0.145548702,0.62,0.38,0.038934706,3.905207109,0.380447627,0.770103879,0.212361305,0.853502163,0.128959457,0.896341132,0.091076693,0.393589744,0.569047619,0.676504942,0.506244385,0.585669362,0.541060198,0.560511968,0.575837316,0.646822306,0.429846536,0.300065259,0.552765089,439,5.517336258,136,3.070774734,0.906785568,0.625074386,-2.178999287,14407364.03,3234160.568,0.548113208,66,0.332549941,0.066666667,0.105263158,1.703093171,52.43341827,15,1.39118196,4.2,0.3,0.02,1.13,0.49,0,11.8,1.47,0.18,5.96,3.56,0.74,3.16,0.2,4.1,0.311654758,0.122221125,0.388528139,0.200757576,1,0,0.263346314,0.182759445,0.1,0.475,0.397467506,0.153775042,0.20587445,0.115959801,0.15625,0,0.302754194,0.274359427,0.397199243,0.110897399,0.317110177,0.412464986,0.360567032,0.293339343,0.4,0.15,0.357069432,0.301571557,31.73787446,11.12700166,0.030444259,2.490497252,0.78188914,29.12054379,22.01686693,10.70940222,38.75608218,0.000230912,0.001836607,49.46755192,66.66951968,6.969578927,0.105812148,0.773422216,0.21083708,0.696608023,0.283337604,0.99122465,0.00877535,0.80560239,0.177613292,0.813963993,0.162824454,0.828593799,0.1532676,0.843839567,0.139289243,0.809348802,0.17554492,0.818170979,0.16423566,0,1,0.81662974,0.166202755,0.759649709,0.211424412,0.815833241,0.167703023,0.850181262,0.145634968,24.68,3.085,5.447944009,1.491800594
US3E 0m A,US3,"42.327496, -71.175007",Encroachment,0,0.007900309,0,NA,NA,547.8,4.61,21.66666667,0.5,6,0.380481283,0.186447993,0,1.012202954,0.0612,0,0.0394,0,1,0,2,0,4,3,2,0,0.433,3,0,250.2799015,250.2799015,0,5,250.2799015,251.2799015,1,NA,NA,1.330549216,0.440944882,0.116312907,0.057001027,0,0,0.000342349,0.304347826,0.136254707,0,0,0,0.303861182,0.075297118,0.5,0.34,0.02236986,0.412128339,0.049839264,0.013204985,0.939635854,0.011186332,0.877717961,0.017753107,0.902980897,0.399390244,0.439832249,0.874529271,0.027644642,0.22706265,0.254450531,0.541949314,0.557741358,0.605646606,0.349161556,0.200833017,0.52854507,517,5.476463519,73,2.890878099,0.876508633,0.673792198,1.477199972,5887565.563,645600.6108,0.063334474,68,0.118320611,0.138211382,0.205882353,0.37972194,9.773487091,12,1.18016169,4.68,0.35,0.03,1.06,0.42,0,12.74,1.41,0.17,6.28,4.06,0.73,3.41,0.24,4.38,0.428452347,0.050582678,0.464285714,0.095238095,1,0,0.376623377,0.090097403,0.207317073,0.536585366,0.530692611,0.087324975,0.404057971,0.03573499,0.529411765,0,0.462570216,0.16156375,0.672368205,0.032443413,0.564814815,0.154558405,0.497380404,0.206277502,0.666666667,0.041666667,0.511672308,0.193978728,3.355921328,0.476479428,0,0.303864079,0.119038469,2.68123524,1.773324276,1.228939305,4.340812716,2.54E-05,0.000254321,5.570031774,8.078047946,0.903160879,0.023281554,0.015893764,0.92919429,0.020695578,0.94126884,0,1,0.021197742,0.907835306,0.009550088,0.889297725,0.025151195,0.872967103,0.026271354,0.880194332,0.02136671,0.905253622,0.024467603,0.894775568,0,1,0.023897985,0.896701248,0.015843292,0.872410684,0.015040568,0.921263476,0.006709597,0.993290403,26.2,3.275,0.121536644,0.943215244
US3E 0m B,US3,"42.327496, -71.175007",Encroachment,0,0.020758199,0,3.898049962,0.034523672,467.3,4.48,21.66666667,0.5,6,0.408769634,0.250387425,0,1.012202954,0.0612,0,0.0394,1,2,0,1,0,2,4,1,0,0.409,4,0,250.2799015,250.2799015,0,5,250.2799015,251.2799015,1,0,0,1.330549216,0.534715617,0.197546129,0.112231311,0,0,0.269355146,0.165588739,0.098535286,0,0.001236447,0,0.302773925,0.070527046,0.65,0.49,0.046088162,2.184712215,0.206300727,0.535402595,0.374605376,0.578263348,0.224268816,0.778283261,0.159880569,0.382504288,0.441791897,0.783526726,0.443313677,0.606049077,0.569241012,0.572445677,0.583425798,0.623624595,0.374456773,0.175543227,0.542949607,358,5.110887532,83,3.144139371,0.869119779,0.711530388,1.148377769,827609.9778,35236.27971,0.510081796,68,0.122069523,0.119496855,0.183673469,0.53779304,16.3699646,20,1.309664406,5.96,0.38,0.02,1.32,0.54,0,15.24,1.76,0.22,7.69,5.01,0.95,4.13,0.29,5.37,0.438734543,0.039699162,0.398809524,0.095238095,1,0,0.353052503,0.086813187,0.179245283,0.528301887,0.501083193,0.083870029,0.364860427,0.028735632,0.454545455,0,0.436783703,0.153154796,0.623478461,0.026812678,0.538095238,0.126984127,0.469463921,0.198388281,0.620689655,0.034482759,0.483199293,0.183845281,17.85628415,6.591537657,0.01795927,1.499978659,0.450182073,15.41873641,11.85018513,6.030993579,22.30925293,4.48E-05,0.000448297,28.34073963,38.4848762,3.9071045,0.08114096,0.541543829,0.367348487,0.421942243,0.476940877,0.799782079,0.002145553,0.599062542,0.283696948,0.630133305,0.256511996,0.660684811,0.213369568,0.691696333,0.204921898,0.637266959,0.272983493,0.637039864,0.243689652,0,1,0.637070105,0.248827704,0.568498566,0.293773356,0.62928504,0.291588504,0.690031967,0.295509085,32,4,3.957267891,0.887027856
